client,sales_document,sales_document_item,delivery_schedule_line_num,schedule_line_category,item_relevant_delivery,schedule_line_date,arrival_time,order_quantity_in_sales_units,confirmed_quantity,sales_unit,req_quan_mgmt_stockk_units,base_uom,requirement_date,requirement_type,planning_type,business_document_number,business_item_number,schedule_line,earliest_possible_reservation_date,maintenance_request,purchase_requisition_num,order_type,purchasing_document_category,confirmation_status_of_schedule_line,invoice_receipt_indicator,return_date_for_returnable_packaging,date_type,transportation_planning_date,material_staging,loading_date,goods_issue_date,corrected_quantity_in_sales_unit,schedule_line_blocked_for_delivery,group_definition_of_structure_data,release_type,forecast_delivery_schedule_num,committed_quantity,size_2,size_3,unit_of_measure,formula_key,numerator_for_conversion_sales_sku,denominator_for_conversion_sales_sku,availability_confirmed_automatically,movement_type,item_num_purchase_requisition,schedule_line_type_edi,order_number,planned_order_number,bom_explosion_number,customer_engineering_change_status,guaranteed,material_staging_time,transp_planning_time,loading_time,time_of_goods_issue,route_schedule,handover_date,handover_time,matr_availability_date,is_quarantined
100,11210962,260,2,CP,X,2022-08-02 5:00:00,2024-05-01 5:00:00,0,10,CS,10,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-07-27 5:00:00,2022-08-01 5:00:00,2022-08-01 5:00:00,2022-08-01 5:00:00,0,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-02 4:59:57,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,6128246,10,1,CN,X,2012-08-08 5:00:00,2024-05-01 5:00:00,50000,50000,LB,500,CWT,1900-01-01 6:00:00,,,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2012-08-08 5:00:00,2012-08-08 5:00:00,2012-08-08 5:00:00,2012-08-08 5:00:00,50000,,0,,0,0,0,0,,,1,100,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,11210964,751,1,CP,X,2022-06-04 5:00:00,2024-05-01 21:00:00,1,1,CS,1,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-01 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,1,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 21:00:00,2024-05-01 20:59:58,2024-05-01 21:00:00,2024-05-01 21:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,6128394,10,1,CN,X,2012-08-09 5:00:00,2024-05-01 5:00:00,50000,50000,LB,500,CWT,1900-01-01 6:00:00,,,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2012-08-09 5:00:00,2012-08-09 5:00:00,2012-08-09 5:00:00,2012-08-09 5:00:00,50000,,0,,0,0,0,0,,,1,100,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,11210968,50,1,CP,X,2022-06-05 5:00:00,2024-05-01 21:00:00,60,60,CS,60,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-01 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,60,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 21:00:00,2024-05-01 21:00:00,2024-05-01 21:00:00,2024-05-01 21:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,6130050,10,1,CP,X,2012-08-14 5:00:00,2024-05-01 5:00:00,50000,50000,LB,500,CWT,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2012-08-14 5:00:00,2012-08-14 5:00:00,2012-08-14 5:00:00,2012-08-14 5:00:00,50000,,0,,0,0,0,0,,,1,100,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,11210970,280,2,CP,X,2022-06-08 5:00:00,2024-05-01 6:00:00,0,16,CS,16,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-04 5:00:00,2022-06-07 5:00:00,2022-06-07 5:00:00,2022-06-07 5:00:00,0,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 6:00:00,2024-05-01 5:59:58,2024-05-01 6:00:00,2024-05-01 6:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,6133217,10,1,CN,X,2012-08-10 5:00:00,2024-05-01 5:00:00,50000,50000,LB,500,CWT,1900-01-01 6:00:00,,,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2012-08-10 5:00:00,2012-08-10 5:00:00,2012-08-10 5:00:00,2012-08-10 5:00:00,50000,,0,,0,0,0,0,,,1,100,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,11210973,130,2,CP,X,2022-06-06 5:00:00,2024-05-01 6:00:00,0,238,CS,238,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-03 5:00:00,2022-06-06 5:00:00,2022-06-06 5:00:00,2022-06-06 5:00:00,0,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 6:00:00,2024-05-01 5:59:58,2024-05-01 6:00:00,2024-05-01 6:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,6133241,10,1,CN,X,2012-08-10 5:00:00,2024-05-01 5:00:00,50000,50000,LB,500,CWT,1900-01-01 6:00:00,,,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2012-08-10 5:00:00,2012-08-10 5:00:00,2012-08-10 5:00:00,2012-08-10 5:00:00,50000,,0,,0,0,0,0,,,1,100,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
