client,delivery_document,object_created_by,entry_time,record_created_on,sales_district,shipping_receiving_point,sales_organization,delivery_type_lfart,complete_delivery_defined_sales_order,order_combination_indicator,planned_goods_movement_date,loading_date,transportation_planning_date,delivery_date,picking_date,unloading_point,incoterms_part_1,incoterms_part_2,export_indicator,route,billing_block,delivery_block,document_category,customer_factory_calendar,tpqua,tpgrp,delivery_priority,shipping_conditions,competitor,sold_to_party,customer_group,stzkl,stzzu,total_weight,net_weight,weight_unit,volume,volume_unit,total_number_of_packages_in_delivery,picked_items_location,time_of_delivery,weight_group_for_delivery,loading_point,transportation_group,proposed_billing_type,billing_date,invoice_date,route_2,update_group_for_statistics_update,pricing_procedure,number_of_document_condition,document_currency,sales_office,shipping_processing_time,combination_criteria_for_delivery,distribution_delivery,communication_number_api_interface,statistics_currency,exchange_rate_for_statistics,number_of_foreign_trade_data,changed_by,changed_on,warehouse_number,split_to_warehouse_number,sales_organization_for_intercompany_billing,distribution_channel_for_intercompany_billing,division_for_intercompany_billing,billing_type_for_intercompany_billing,date_for_intercompany_billing,billing_date_for_intercompany_billing,customer_number_for_intercompany_billing,credit_control_area,customer_account_number_with_credit_limit,customer_credit_group,credit_representative_group,credit_management_risk_category,currency_key,credit_value_released,bill_of_lading,vendor_account_number,means_of_transport_type,means_of_transport_id,document_release_date,next_date,goods_receipt_slip_number,document_date_in_document,actual_goods_movement_date,shipment_blocking_reason,external_transport_system_id,external_identification_of_delivery_note,order_number,search_procedure_batch,correction_delivery,shipping_pricing_procedure,number_of_document_condition__pricing,net_value_order_item,route_schedule,plant,internal_financial_document_number,payment_guarantee_procedure,picking_time,transp_planning_time,loading_time,goods_issue_time_wauhr,door_for_warehouse_number,staging_area_for_warehouse_complex,currency_key_for_letter_of_credit,exchange_rate,depreciation_percentage,dangerous_goods_management_profile,reference_document_number,international_unique_key,time_segment_exists,event_group_time_segment_delivery_header,time_zone_of_delivering_location,time_zone_of_recipient_location,dangerous_goods_indicator,distribution_delivery_original_system,controlling_goods_movement_indicator,distribution_status_vlstk,transaction_code,shipping_type,means_of_transport_trmtyp,special_processing_indicator,company_id,calculation_of_val_open,automatic_to_creation_immediately_after_tr_generation,production_supply_area,delivery_type_folar,date_proof_of_delivery,confirmation_time,number_of_delivery_items,delivery_has_status_in_plant,document_deletion_indicator,sequence_of_intermediate_locations_in_returns_process,delivery_confirmation_status,shipment_information_status,asn_is_cancelled_flag,goods_issue_time_spe_wauhr_ist,time_zone,distribution_status_spe_rev_vlstk,scenario_logistic_execution,original_system_type,last_changers_system_type,description_of_a_geographical_route,route_change_indicator,carrier_change_indicator,goods_traffic_type,route_code_for_sap_global_trade_services,release_time_stamp,measurement_unit_system,invoice_creation_before_goods_issue,status_of_quality_inspection_for_returns_deliveries,spe_indicator_if_redirecting_has_occured,storage_status_of_delivery,type_of_external_identification,means_of_transport_spe_ttype,progressive_identification_number,akkreditiv_guid,ewm_billing_indicator,description_of_print_profile,advanced_returns_management_active,confirmation_number,temporary_change_of_storage_locations_in_delivery,control_key_for_document_transfer,delivery_split_initiator,delivery_version,physical_handover_of_goods_location,handover_date_at_handover_location,handover_time_at_handover_location,time_zone_of_handover_location,incoterms_version,incoterms_location_1,incoterms_location_2,loading_units,number_category_1,number_category_2,number_category_3,number_category_4,loading_sequence_number_in_the_tour,multi_level_goods_receipt_automotive,rfid_flag,is_quarantined
100,82084826,ZMG0226,1900-01-01 16:40:48,2020-07-27 5:00:00,,5053,1000,Z1,,,2020-08-10 5:00:00,2020-08-10 5:00:00,2020-08-08 5:00:00,2020-08-11 5:00:00,2020-08-10 5:00:00,,DFP,Destination,,164560,,,J,,,,0,M,3880,,,0,0,40057.821,32144.735,LB,2474.504,FT3,51,,1900-01-01 21:00:00,9999,,1,F2,2020-08-10 5:00:00,,164560,,Z10000,,USD,,0,1000,,,USD,1,,ZDD0034,2020-08-10 5:00:00,119,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-27 5:00:00,2020-08-10 5:00:00,,,,,,,,,0,,3880,,,1900-01-01 6:00:00,1900-01-01 21:59:58,1900-01-01 22:00:00,1900-01-01 22:00:00,D13,,,0,0,,4503185156,051MhZQ67kgqW}5Qj05iU0,,,EST,CST,,,I,,VL10X,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82084848,ZCH3008,1900-01-01 17:59:03,2020-07-27 5:00:00,,4272,1000,Z1,,,2020-07-28 5:00:00,2020-07-28 5:00:00,2020-07-27 5:00:00,2020-07-28 5:00:00,2020-07-28 5:00:00,,DFP,Destination,,0 DAY,,,J,,,,0,M,4281,,,0,0,96880,60400,LB,1995.2,FT3,40,,1900-01-01 6:00:00,9999,,1,F2,2020-07-29 5:00:00,,0 DAY,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-07-30 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,03491001056050765,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-27 5:00:00,2020-07-29 5:00:00,,,,,,,,,0,,4281,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,0,0,,4503189691,051MhZQ67kgqXKychz1oLW,,,EST,EST,,,I,,VL10X,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82084999,ZMD0095,1900-01-01 16:32:02,2020-07-28 5:00:00,,2105,1000,Z1,,,2020-08-02 5:00:00,2020-08-02 5:00:00,2020-07-31 5:00:00,2020-08-03 5:00:00,2020-08-02 5:00:00,,DFP,Destination,,1 DAY,,,J,,,,0,M,3877,,,0,0,0,0,,0,,20,,1900-01-01 6:00:00,10,,1,F2,2020-08-02 5:00:00,,1 DAY,,Z10000,,USD,,0,1000,,,USD,1,,ZMD0095,2020-08-08 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-28 5:00:00,1900-01-01 6:00:00,,,,,,,,,0,,3877,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,0,0,,4503183907,051MhZQ67jgqdE{T}U2JFG,,,PST,PST,,,I,,VL10X,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085173,ZDF3012,1900-01-01 14:08:34,2020-07-27 5:00:00,,4208,1000,Z1,,,2020-07-31 5:00:00,2020-07-31 5:00:00,2020-07-29 5:00:00,2020-08-03 5:00:00,2020-07-31 5:00:00,,DFP,Destination,,2 DAY,,,J,,,,0,M,3926,,,0,0,43914,36658,LB,1126.2,FT3,19,,1900-01-01 21:00:00,9999,,1,F2,2020-07-31 5:00:00,,2 DAY,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-04 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,03491001056123193,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-27 5:00:00,2020-07-31 5:00:00,,,,,,,,,0,,3926,,,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,,,,0,0,,4503189294,051MhZJL7jgqWKaUWX0DqW,,,CST,EST,,,I,,VL10X,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085177,CA_UNICENTER,1900-01-01 14:19:02,2020-07-27 5:00:00,,5495,1000,Z1,,,2020-07-29 5:00:00,2020-07-29 5:00:00,2020-07-27 5:00:00,2020-07-30 5:00:00,2020-07-29 5:00:00,,DFP,Destination,,181172,,,J,,,,0,M,3894,,,0,0,29213.815,26177.065,LB,1737.135,FT3,25,,1900-01-01 21:00:00,9999,,1,F2,2020-07-29 5:00:00,,181172,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-03 5:00:00,144,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-27 5:00:00,2020-07-29 5:00:00,,,,,,,,,0,,3894,,,1900-01-01 6:00:00,1900-01-01 20:59:00,1900-01-01 21:00:00,1900-01-01 21:00:00,D02,STG02,,0,0,,4503185930,051MhZJL7jgqWNUQoszEk0,,,CST,CST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085189,CA_UNICENTER,1900-01-01 20:19:02,2020-07-27 5:00:00,,5460,1000,ZUB,,,2020-07-29 5:00:00,2020-07-29 5:00:00,2020-07-27 5:00:00,2020-08-01 5:00:00,2020-07-29 5:00:00,,DFP,Destination,,208423,,,J,,,,0,ZZ,2100,,,0,0,0,0,,0,,22,,1900-01-01 6:00:00,10,,1,F2,2020-08-03 5:00:00,,208423,,Z10000,,USD,,0,1000,,,USD,1,,ZDT0113,2020-08-03 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-27 5:00:00,2020-08-03 5:00:00,,,,,,,,,0,,2100,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,0,0,,3354772,051MhZJL7kgqXy3m}EN7p0,,,CST,EST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085274,CA_UNICENTER,1900-01-01 11:21:14,2020-07-28 5:00:00,,5009,1000,Z1,,,2020-07-30 5:00:00,2020-07-30 5:00:00,2020-07-28 5:00:00,2020-07-31 5:00:00,2020-07-30 5:00:00,,DFP,Destination,,201747,,,J,,,,0,M,3898,,,0,0,43135.069,36533,LB,2473.426,FT3,52,,1900-01-01 21:00:00,9999,,1,F2,2020-07-30 5:00:00,,201747,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-07-31 5:00:00,117,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-28 5:00:00,2020-07-30 5:00:00,,,,,,,,,0,,3898,,,1900-01-01 6:00:00,1900-01-01 20:59:58,1900-01-01 21:00:00,1900-01-01 21:00:00,MD3,,,0,0,,4503187238,051MhZJL7kgqbu8NAUBd2W,,,CST,CST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085395,CA_UNICENTER,1900-01-01 11:20:06,2020-07-29 5:00:00,,4760,1000,Z1,,,2020-07-31 5:00:00,2020-07-31 5:00:00,2020-07-29 5:00:00,2020-08-04 5:00:00,2020-07-31 5:00:00,,DFP,Destination,,2 DAY,,,J,,,,0,M,3926,,,0,0,22458,17966.4,LB,1295.078,FT3,30,,1900-01-01 21:00:00,9999,,1,F2,2020-08-11 5:00:00,,2 DAY,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-12 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-29 5:00:00,2020-08-11 5:00:00,,,,,,,,,0,,3926,,,1900-01-02 5:59:59,1900-01-02 5:59:00,1900-01-02 5:59:59,1900-01-02 5:59:59,,,,0,0,,4503190483,051MhZJL7jgqiA9HMXsgJ0,,,CST,EST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085500,CA_UNICENTER,1900-01-01 11:19:09,2020-07-30 5:00:00,,3898,1000,Z1,,,2020-08-02 5:00:00,2020-08-02 5:00:00,2020-07-30 5:00:00,2020-08-03 5:00:00,2020-08-02 5:00:00,,DFP,Destination,,1 DAY,,,J,,,,0,M,3894,,,0,0,27949.172,22476.066,LB,2017.832,FT3,28,,1900-01-01 21:00:00,9999,,1,F2,2020-08-05 5:00:00,,1 DAY,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-06 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,105607419N,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-30 5:00:00,2020-08-05 5:00:00,,,,,,,,,0,,3894,,,1900-01-01 6:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,,,,0,0,,4503189727,051MhZJL7kgqoSDdktiGNm,,,CST,CST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085522,CA_UNICENTER,1900-01-01 11:20:43,2020-07-30 5:00:00,,4254,1000,Z1,,,2020-08-03 5:00:00,2020-08-03 5:00:00,2020-07-30 5:00:00,2020-08-03 5:00:00,2020-08-03 5:00:00,,DFP,Destination,,0 DAY,,,J,,,,0,M,3881,,,0,0,50359.768,41143.75,LB,1609.554,FT3,27,,1900-01-01 21:00:00,9999,,1,F2,2020-08-07 5:00:00,,0 DAY,,Z10000,,USD,,0,1000,,,USD,1,,ZRS3034,2020-08-07 5:00:00,150,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-30 5:00:00,2020-08-07 5:00:00,,,,,,,,,0,,3881,,,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,D10,,,0,0,,4503190666,051MhZJL7kgqoSgiOLcGOW,,,MST,CST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085562,CA_UNICENTER,1900-01-01 11:21:11,2020-07-30 5:00:00,,5014,1000,Z1,,,2020-08-03 5:00:00,2020-08-03 5:00:00,2020-07-30 5:00:00,2020-08-04 5:00:00,2020-08-03 5:00:00,,DFP,Destination,,177800,,,J,,,,0,M,3894,,,0,0,43655.052,37110,LB,2149.47,FT3,57,,1900-01-01 21:00:00,9999,,1,F2,2020-08-04 5:00:00,,177800,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-05 5:00:00,103,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-30 5:00:00,2020-08-04 5:00:00,,,,,,,,,0,,3894,,,1900-01-01 6:00:00,1900-01-01 20:59:58,1900-01-01 21:00:00,1900-01-01 21:00:00,101,ST101,,0,0,,4503190299,051MhZJL7kgqoSpyCp6mOW,,,CST,CST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085585,ZPD0104,1900-01-01 17:39:17,2020-07-30 5:00:00,,4561,1000,Z6,,,2020-07-31 5:00:00,2020-07-31 5:00:00,2020-07-30 5:00:00,2020-08-01 5:00:00,2020-07-31 5:00:00,,DFP,DESTINATION,,999971,,,J,,,,0,ZZ,4607,,,0,0,42426.16,37681,LB,383.88,FT3,28,,1900-01-01 6:00:00,9999,,1,F2,2020-08-01 5:00:00,,999971,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-01 5:00:00,140,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-30 5:00:00,2020-08-01 5:00:00,,,,,,,,,0,,4607,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,S14,,,0,0,,4503192239,051MhZJL7jgqq6R8Xs9Az0,,,EST,EST,,,I,,VL10X,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085603,CA_UNICENTER,1900-01-01 11:20:50,2020-07-28 5:00:00,,4239,1000,Z1,,,2020-07-30 5:00:00,2020-07-30 5:00:00,2020-07-28 5:00:00,2020-08-02 5:00:00,2020-07-30 5:00:00,,DFP,Destination,,3 DAY,,,J,,,,0,M,4269,,,0,0,43707.6,38643.75,LB,2518.182,FT3,27,,1900-01-01 21:00:00,9999,,1,F2,2020-07-30 5:00:00,,3 DAY,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-03 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,03491001055935896,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-28 5:00:00,2020-07-30 5:00:00,,,,,,,,,0,,4269,,,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,,,,0,0,,4503186831,051MhZJK7jgqbu1RE9XVVG,,,MST,EST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085647,CA_UNICENTER,1900-01-01 21:19:01,2020-07-28 5:00:00,,5273,1000,NL,,,2020-07-30 5:00:00,2020-07-30 5:00:00,2020-07-29 5:00:00,2020-08-01 5:00:00,2020-07-30 5:00:00,,DFP,Destination,,143687,,,J,,,,0,M,5446,,,0,0,42500,42500,LB,892.4,IN3,17,,1900-01-01 6:00:00,9999,,1,F2,2020-08-06 5:00:00,,143687,,Z10000,,USD,,0,1000,,,USD,1,,ZTA0120,2020-08-06 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-28 5:00:00,2020-08-06 5:00:00,,,,,,,,,0,,5446,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,0,0,,3355781,051MhZJK7jgqeV9pQLWfTm,,YMIGDLV,EST,CST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085673,CA_UNICENTER,1900-01-01 11:19:04,2020-07-29 5:00:00,,2501,1000,Z1,,,2020-07-31 5:00:00,2020-07-31 5:00:00,2020-07-29 5:00:00,2020-08-01 5:00:00,2020-07-31 5:00:00,,DFP,Destination,,1 DAY,,,J,,,,0,M,3880,,,0,0,15199.298,13280.678,LB,3211.297,FT3,59,,1900-01-01 21:00:00,9999,,1,F2,2020-07-31 5:00:00,,1 DAY,,Z10000,,USD,,0,1000,,,USD,1,,ZRS3083,2020-07-31 5:00:00,142,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-29 5:00:00,2020-07-31 5:00:00,,,,,,,,,0,,3880,,,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,W03,STGW01,,0,0,,4503188819,051MhZJK7jgqi9s}6{UYh0,,,CST,CST,,,I,,,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085912,CA_UNICENTER,1900-01-01 11:20:56,2020-07-30 5:00:00,,4281,1000,Z1,,,2020-08-01 5:00:00,2020-08-01 5:00:00,2020-07-30 5:00:00,2020-08-03 5:00:00,2020-08-01 5:00:00,,DFP,Destination,,2 DAY,,,J,,,,0,M,2100,,,0,0,43596,29772,LB,897.84,FT3,18,,1900-01-01 21:00:00,9999,,1,F2,2020-08-01 5:00:00,,2 DAY,,Z10000,,USD,,0,1000,,,USD,1,,ZLM3072,2020-08-08 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,105598467N,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-30 5:00:00,2020-08-01 5:00:00,,,,,,,,,0,,2100,,,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,,,,0,0,,4503184789,051MhZJK7kgqoSjhlB16xG,,,EST,EST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82085991,CA_UNICENTER,1900-01-01 11:20:49,2020-07-31 5:00:00,,4760,1000,Z1,,,2020-08-04 5:00:00,2020-08-04 5:00:00,2020-07-31 5:00:00,2020-08-05 5:00:00,2020-08-04 5:00:00,,DFP,Destination,,1 DAY,,,J,,,,0,M,3881,,,0,0,22500,18000,LB,1297.5,FT3,30,,1900-01-01 21:00:00,9999,,1,F2,2020-08-06 5:00:00,,1 DAY,,Z10000,,USD,,0,1000,,,USD,1,,Q008454,2020-08-06 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-31 5:00:00,2020-08-06 5:00:00,,,,,,,,,0,,3881,,,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,,,,0,0,,4503190518,051MhZJK7jgqul0YsrpZrG,,,CST,CST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82086009,ZJR0346,1900-01-01 12:17:57,2020-08-01 5:00:00,,5009,1000,Z1,,,2020-08-03 5:00:00,2020-08-03 5:00:00,2020-08-01 5:00:00,2020-08-04 5:00:00,2020-08-03 5:00:00,,DFP,Destination,,201747,,,J,,,,0,M,3898,,,0,0,41398.44,31995,LB,2703.125,FT3,60,,1900-01-01 21:00:00,9999,,1,F2,2020-08-03 5:00:00,,201747,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-04 5:00:00,117,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-08-01 5:00:00,2020-08-03 5:00:00,,,,,,,,,0,,3898,,,1900-01-01 21:00:00,1900-01-01 20:59:58,1900-01-01 21:00:00,1900-01-01 21:00:00,MD3,,,0,0,,4503188909,051MhZJK7jgq}HJxSDWVqW,,,CST,CST,,,I,,VL10X,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82086076,CA_UNICENTER,1900-01-01 23:43:12,2020-08-02 5:00:00,,4238,1000,Z1,,,2020-08-06 5:00:00,2020-08-06 5:00:00,2020-08-04 5:00:00,2020-08-07 5:00:00,2020-08-06 5:00:00,,DFP,Destination,,217140,,,J,,,,0,M,5140,,,0,0,35125.869,25515.78,LB,2801.751,FT3,60,,1900-01-01 21:00:00,9999,,1,F2,2020-08-05 5:00:00,,217140,,Z10000,,USD,,0,1000,,,USD,1,,CA_UNICENTER,2020-08-07 5:00:00,,,,,,,,1900-01-01 6:00:00,,,,,,,,0,03491001056226238,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-08-02 5:00:00,2020-08-05 5:00:00,,,,,,,,,0,,5140,,,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,,,,0,0,,4503192660,051MhZJK7kgreZ5wupEw8m,,,EST,CST,,,I,,,,,,,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
100,82086153,ZMD0095,1900-01-01 12:53:53,2020-07-29 5:00:00,,2105,1000,ZUB,,,2020-08-05 5:00:00,2020-08-05 5:00:00,2020-08-03 5:00:00,2020-08-06 5:00:00,2020-08-05 5:00:00,,DFP,Destination,,1 DAY,,,J,,,,0,ZZ,5291,,,0,0,39449.928,0,LB,1844976,IN3,22,,1900-01-01 21:00:00,9999,,1,F2,2020-08-03 5:00:00,,1 DAY,,Z10000,,USD,,0,1000,,,USD,1,,Q001043,2020-08-04 5:00:00,109,,,,,,,1900-01-01 6:00:00,,,,,,,,0,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,,2020-07-29 5:00:00,2020-08-03 5:00:00,,,,,,,,,0,,5291,,,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,S04,SS04,,0,0,,3356062,051MhZJO7kgqiaM1pNOl8G,,,PST,PST,,,I,,VL10X,,,,1000,,,,,1900-01-01 6:00:00,1900-01-01 6:00:00,0,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,1900-01-01 6:00:00,1900-01-01 6:00:00,,,,,0,0,0,0,0,0,,,FALSE
