shipment_gid,shipment_xid,shipment_name,transport_mode_gid,is_template,is_primary,is_spot_costed,is_credit_note,cm_prev_dest_location_gid,cm_next_source_location_gid,t_actual_cost_currency_gid,t_weighted_cost_currency_gid,total_trans_cost_currency_gid,loaded_distance_uom_code,unloaded_distance_uom_code,source_location_gid,dest_location_gid,start_time,end_time,freight_terms,parent_leg_gid,voyage_gid,servprov_gid,rate_offering_gid,rate_geo_gid,original_shipment_gid,shipment_group_gid,is_auto_merge_consolidate,perspective,flight_instance_id,total_weight_uom_code,total_volume_uom_code,total_ship_unit_count,total_packaging_unit_count,total_item_package_count,intermediary_corporation_gid,shipment_type_gid,route_code_combination_gid,rail_inter_modal_plan_gid,customer_rate_code,cofc_tofc,rail_return_location_gid,rail_return_route_gid,rule_11_indicator,current_stop_num,shipment_as_work,secondary_charge_rule_gid,check_time_constraint,check_cost_constraint,check_capacity_constraint,cm_name,cm_sequence_num,cm_cost,cm_cost_currency_gid,cm_cost_base,cm_empty_distance,cm_empty_distance_uom_code,cm_empty_distance_base,hazmat_mode_gid,hazmat_region_gid,weigh_code,rule_7,shipment_released,processing_code_gid,air_rail_route_code,payment_method_code_gid,inco_term_gid,dim_weight,dim_weight_uom_code,dim_weight_base,planned_cost_currency_gid,term_location_text,tariff_organization_number,tariff_organization_name,tariff_name,tariff_number,tariff_date,is_hazardous,is_temperature_control,is_cost_fixed,is_service_time_fixed,is_rate_geo_fixed,is_rate_offering_fixed,is_servprov_fixed,is_preload,is_fixed_tender_contact,is_to_be_held,is_preferred_carrier,is_equipment_fixed,is_recalc_totals,has_appointments,indicator,contact_gid,bulk_plan_gid,total_num_reference_units,itinerary_gid,feasibility_code_gid,num_order_releases,num_stops,total_net_weight_uom_code,total_net_volume_uom_code,earliest_start_time,latest_start_time,last_event_group_gid,repetition_schedule_gid,in_trailer_build,first_equipment_group_gid,bulk_cm_gid,vessel_gid,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,source_location_override_gid,dest_location_override_gid,equipment_reference_unit_gid,schedule_type,job_gid,port_of_load_location_gid,port_of_load_override_loc_gid,port_of_dis_location_gid,port_of_dis_override_loc_gid,insurance_policy_number,insurance_amount,insurance_amount_currency_gid,insurance_amount_base,insurance_premium,insurance_premium_currency_gid,insurance_premium_base,bol_type,bol_issuance_type,consol_gid,place_receipt_location_gid,place_deliver_location_gid,sail_date,rail_date,sail_cutoff_date,port_discharge_eta,port_of_exit_date,port_exit_loc_gid,container_delivery_loc_gid,container_pickup_loc_gid,nfrc_rule_gid,is_cpcty_override_applicable,planned_rate_offering_gid,planned_transport_mode_gid,planned_servprov_gid,planned_rate_geo_gid,is_permanent,is_memo_bl,duty_paid,exchange_rate_date,currency_gid,exchange_rate_gid,tot_matched_inv_cost_curr_gid,original_invoice_cost_curr_gid,total_approved_cost_curr_gid,source_pier_location_gid,dest_pier_location_gid,primary_order_base_gid,total_declared_value_gid,is_profit_split,shipping_agent_contact_gid,is_advanced_charge,load_config_engine_type_gid,appointment_priority_gid,is_fixed_distance,delivering_servprov_gid,originating_servprov_gid,chargeable_weight_uom_code,cm_cost_fn,cm_cost_fn_currency_gid,total_actual_c_fn,total_actual_c_fn_currency_gid,total_trans_c_fn,total_trans_c_fn_currency_gid,total_wt_cost_fn,total_wt_cost_fn_currency_gid,planned_cost_fn,planned_cost_fn_currency_gid,insurance_amt_fn,insurance_amt_fn_currency_gid,insurance_prem_fn,insurance_prem_fn_currency_gid,tot_match_inv_fn,tot_match_inv_fn_currency_gid,original_inv_c_fn,original_inv_c_fn_currency_gid,total_app_cost_fn,total_app_cost_fn_currency_gid,fixed_service_days,sighting_location_gid,sighting_date,prev_sighting_location_gid,prev_sighting_date,driver_gid,secondary_driver_gid,power_unit_gid,marked_for_purge,driver_assign_bulk_plan_gid,equipment_assign_bulk_plan_gid,prev_drop_inventory_processed,pick_inventory_processed,drop_inventory_processed,dim_volume,dim_volume_uom_code,dim_volume_base,chargeable_volume_uom_code,domain_name,insert_user,insert_date,update_user,update_date,planning_parameter_set_gid,num_equipment_ordered,em_phone_number,parcel_zone,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,combination_equip_grp_gid,si_cutoff_date,cfs_cutoff_date,src_arb_level_of_service_gid,dest_arb_level_of_service_gid,cfs_location_gid,is_fixed_voyage,job_name,load_date,ahead_late_time,ahead_late_time_base,ahead_late_time_uom_code,ahead_or_late,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,equipment_destination,eta_date,external_voyage_code,first_equipment_initial,first_equipment_number,is_ar_route_code_fixed,prev_equipment_destination,prev_reported_bs_status_code,prev_reporting_scac,projected_tour_name,reported_bs_status_code,reporting_scac,reservation_num,sole_packaged_item_gid,waybill_date,work_assignment_bulk_plan_gid,total_actual_cost,total_actual_cost_base,total_weighted_cost,total_weighted_cost_base,total_trans_cost,total_trans_cost_base,loaded_distance,loaded_distance_base,unloaded_distance,unloaded_distance_base,total_weight,total_weight_base,total_volume,total_volume_base,planned_cost,planned_cost_base,total_net_weight,total_net_weight_base,total_net_volume,total_net_volume_base,weight_utilization,volume_utilization,equip_ref_unit_utilization,tot_matched_invoice_cost,tot_matched_invoice_cost_base,original_invoice_cost,original_invoice_cost_base,total_approved_cost,total_approved_cost_base,total_declared_value,total_declared_value_base,chargeable_weight,chargeable_weight_base,chargeable_volume,chargeable_volume_base,projected_tour_sequence_num,max_num_retender
RC3.701198482N,701198482N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.3880,RC3.0020002920,2022-01-25 23:32:00,2022-01-26 23:00:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HLIS,RC3.HLIS_TL_RATEOFFERING,,,,N,B,,LB,CUFT,38,0,2444,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.HLIS,,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,2,2,LB,CUFT,2022-01-16 6:01:00,2022-01-17 5:59:00,ARRIVED,,N,RC3.53_DRY,,,ACCEPTED,,ARRIVED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HAEI_TL_RATEOFFERING,TL,RC3.HAEI,RC3.HAEI_3880-WI543_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZLG3006,2022-01-10 21:58:35,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG-IB-SW,,,,,,RC3.OUTBOUND_SO,,1,Spot Rate,,,PGI COMPLETE,20220117 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,27.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,2001.01,2001.01,1750.01,1750.01,2001.01,2001.01,338,338,0.00E+00,0.00E+00,42772.687,42772.687,1327.221,1327.221,1101.76,1101.76,41041.517,41041.517,1253.028,1253.028,0.8911,0.34927,0.00E+00,2001.01,2001.01,1750.01,1750.01,2001.01,2001.01,0.00E+00,0.00E+00,44829.357,44829.357,1466.907,1466.907,,
RC3.703009335N,703009335N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.3880,RC3.3926,2024-05-18 16:25:00,2024-05-20 16:27:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.MTRK,RC3.MTRK_TL_RATEOFFERING,RC3.MTRK_3880-3926_53_DRY,,,N,B,,LB,CUFT,54,0,4135,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.MTRK,RC3.20240514-0085,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2024-05-18 5:01:00,2024-05-19 4:59:00,DELIVERED,,N,RC3.53_DRY,,,ARRIVED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_3880-3926_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZBC3078,2024-05-14 16:38:56,RC3.ZMP3080,2024-05-22 12:29:10,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,PGI COMPLETE,20240520 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1694.15,1694.15,1694.15,1694.15,1694.15,1694.15,580,580,0.00E+00,0.00E+00,41808.716,41808.716,2557.108,2557.108,1390,1390,38028.716,38028.716,2395.108,2395.108,0.90889,0.67292,0.00E+00,1694.15,1694.15,1694.15,1694.15,1694.15,1694.15,0.00E+00,0.00E+00,41808.716,41808.716,2557.108,2557.108,,
RC3.702999810N,702999810N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.2101,RC3.3752,2024-05-18 14:45:00,2024-05-21 19:02:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.FLMR,RC3.FLMR_TL_RATEOFFERING,RC3.FLMR_2101-3752_53_DRY,,,N,B,,LB,CUFT,18,0,2015,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,R,RC3.FLMR,RC3.BULK PLAN STO 7 DAYS OUT 3_30-20240509083052,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2024-05-13 4:01:00,2024-05-14 3:59:00,DELIVERED,,N,RC3.53_DRY,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.FLMR_TL_RATEOFFERING,TL,RC3.FLMR,RC3.FLMR_2101-3752_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-09 8:33:50,RC3.ADMIN,2024-05-22 2:21:55,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,PGI COMPLETE,20240515 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000002700050008,,,1968.89,1968.89,1968.89,1968.89,1968.89,1968.89,1076,1076,0.00E+00,0.00E+00,42393.582,42393.582,986.922,986.922,1495.64,1495.64,41134.212,41134.212,932.94,932.94,0.9216,0.25972,0.00E+00,1968.89,1968.89,1968.89,1968.89,1968.89,1968.89,0.00E+00,0.00E+00,42393.582,42393.582,986.922,986.922,,
RC3.702980875N,702980875N,,INTRMDL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.0003053339,RC3.4237,2024-05-14 15:38:00,2024-05-17 13:08:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.KLLU,RC3.KLLU_IM_RATEOFFERING,RC3.KLLU_CA950-WI531_53RCON,,,N,B,,LB,CUFT,35,0,38500,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,FOB,,,,USD,ORIGIN,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,R,RC3.KLLU,RC3.INBOUND BULK PLAN-20240429160041,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-03-08 0:55:02,2024-05-13 19:39:22,DELIVERED,,N,RC3.53RCON,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_CA950-WI531_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-04-29 16:02:33,RC3.ADMIN,2024-05-22 2:18:51,RC3.CAG_IB,,,,,,RC3.INBOUND_PO,,1,,,,,20240516 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010121763,,,3797.98,3797.98,3797.98,3797.98,3797.98,3797.98,2163,2163,0.00E+00,0.00E+00,41125,41125,105.735,105.735,3750,3750,38500,38500,0.735,0.735,0.9454,0.02545,0.00E+00,3797.98,3797.98,3797.98,3797.98,3797.98,3797.98,0.00E+00,0.00E+00,41125,41125,105.735,105.735,,
RC3.703013932N,703013932N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5687,RC3.0020024957__53066_USA,2024-05-22 4:01:00,2024-05-22 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,51,0,3836,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,COL,,,,,USD,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,G,RC3.CPU,RC3.CPU_ORDERS_ALL_NO_SWG_5DAYS-20240516160036,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-22 4:01:00,2024-05-23 3:59:00,MISC,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,DELIVERED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-16 16:01:43,RC3.ADMIN,2024-05-22 19:42:32,RC3.CAG_CPU,,,,,,RC3.CPU,,1,,,,PGI COMPLETE,,CAG,,,,,,,,,,34.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,0.01,0.01,10000.01,10000.01,,,267,267,0.00E+00,0.00E+00,32692.359,32692.359,2098.734,2098.734,0.01,0.01,30338.469,30338.469,1997.853,1997.853,0.00033,0.00002,0.00E+00,,,,,,,0.00E+00,0.00E+00,32692.359,32692.359,2098.734,2098.734,,
RC3.703017072N,703017072N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5687,RC3.0020001839,2024-05-22 4:01:00,2024-05-22 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,72,0,4559,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,COL,,,,,USD,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,G,RC3.CPU,RC3.CPU_ORDERS_ALL_NO_SWG_5DAYS-20240517210024,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-22 4:01:00,2024-05-23 3:59:00,MISC,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,DELIVERED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-17 21:01:10,RC3.INTEGRATION,2024-05-22 17:48:40,RC3.CAG_CPU,,,,,,RC3.CPU,,1,,,,PGI COMPLETE,,CAG,,,,,,,,,,56.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,0.01,0.01,10000.01,10000.01,,,247,247,0.00E+00,0.00E+00,35103.228,35103.228,2442.582,2442.582,0.01,0.01,31456.366,31456.366,2286.287,2286.287,0.00035,0.00002,0.00E+00,,,,,,,0.00E+00,0.00E+00,35103.228,35103.228,2442.582,2442.582,,
RC3.703020999N,703020999N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5628,RC3.3880,2024-05-29 5:01:00,2024-05-29 8:03:10,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.ARKY,RC3.ARKY_TL_RATEOFFERING,RC3.ARKY_5628-3880_53_DRY,,,N,B,,LB,CUFT,50,0,50,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.ARKY,RC3.20240521-0037,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-29 5:01:00,2024-05-30 1:56:50,DELIVERY APPOINTMENT TIME,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.ARKY_TL_RATEOFFERING,TL,RC3.ARKY,RC3.ARKY_5628-3880_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZAY4003,2024-05-21 14:39:10,DBA.ADMIN,2024-05-22 15:55:42,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240529 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000007543602101,,,536.07,536.07,536.07,536.07,,,167,167,0.00E+00,0.00E+00,36000,36000,150.05,150.05,536.07,536.07,32500,32500,0.05,0.05,0.78261,0.03949,0.00E+00,,,,,,,0.00E+00,0.00E+00,36000,36000,150.05,150.05,,
RC3.703021358N,703021358N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.0003041204,RC3.5014,2024-06-05 20:29:22,2024-06-07 5:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.RNMR,RC3.RNMR_TL_RATEOFFERING,RC3.RNMR_ID834-IA515_53_REF,,,N,B,,LB,CUFT,36,0,39600,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,FOB,,,,USD,ORIGIN,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.RNMR,RC3.INBOUND BULK PLAN-20240521160049,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-03 1:58:03,2024-06-06 20:27:22,PICKUP APPOINTMENT TIME,,N,RC3.53_REF,,,ACCEPTED,,,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RNMR_TL_RATEOFFERING,TL,RC3.RNMR,RC3.RNMR_ID834-IA515_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-21 16:03:22,RC3.ADMIN,2024-05-22 2:17:19,RC3.CAG_IB,,,,,,RC3.INBOUND_PO,,1,,,,,20240607 23:59,CAG,,,,,,,ACCRUAL SENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010033348,,,1915.72,1915.72,1915.72,1915.72,1915.72,1915.72,1019,1019,0.00E+00,0.00E+00,42300,42300,109.116,109.116,1915.72,1915.72,39600,39600,1.116,1.116,0.94,0.03118,0.00E+00,,,,,,,0.00E+00,0.00E+00,42300,42300,109.116,109.116,,
RC3.703021360N,703021360N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.0003062877,RC3.4254,2024-06-09 3:03:40,2024-06-09 5:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HGTN,RC3.HGTN_TL_RATEOFFERING,RC3.HGTN_MO630-IL624_53_DRY,,,N,B,,LB,CUFT,2,0,11264,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,FOB,,,,USD,ORIGIN,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.HGTN,RC3.INBOUND BULK PLAN-20240521160049,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-16 1:01:06,2024-06-10 3:01:40,PICKUP APPOINTMENT TIME,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HGTN_TL_RATEOFFERING,TL,RC3.HGTN,RC3.HGTN_MO630-IL624_53_DRY,N,Y,NA,,USD,DEFAULT,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-21 16:03:23,RC3.ADMIN,2024-05-22 2:22:34,RC3.CAG_IB,,,,,,RC3.INBOUND_PO,,1,,,,,20240609 23:59,CAG,,,,,,,ACCRUAL SENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-25 0:22:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010109731,,,410,410,410,410,410,410,88,88,0.00E+00,0.00E+00,864.382,864.382,5.968,5.968,410,410,777.216,777.216,0.156,0.156,0.01879,0.00157,0.00E+00,,,,,,,0.00E+00,0.00E+00,864.382,864.382,5.968,5.968,,
RC3.701198634N,701198634N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003043810,RC3.5008,2022-02-15 5:01:00,2022-02-15 0:12:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,8,0,19600,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2022-01-11 7:43:03,2022-02-16 4:59:00,DEPARTED,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,DEPARTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2022-01-11 1:43:04,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20220215 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010001608,,,0.01,0.01,10000.01,10000.01,,,342,342,0.00E+00,0.00E+00,19960,19960,24.128,24.128,0.01,0.01,19600,19600,0.128,0.128,0.0002,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,19960,19960,24.128,24.128,,
