order_release_gid,order_release_xid,order_release_name,order_release_type_gid,is_template,order_base_gid,source_location_gid,dest_location_gid,early_pickup_date,late_pickup_date,early_delivery_date,late_delivery_date,fixed_itinerary_gid,assigned_itinerary_gid,fixed_sell_itinerary_gid,ship_unit_origin,total_weight,total_weight_uom_code,total_weight_base,total_volume,total_volume_uom_code,total_volume_base,total_packaging_unit_count,total_item_package_count,max_length,max_length_uom_code,max_length_base,max_width,max_width_uom_code,max_width_base,max_height,max_height_uom_code,max_height_base,plan_from_location_gid,plan_to_location_gid,assigned_sell_itinerary_gid,indicator,bulk_plan_gid,best_direct_cost_buy,best_dircost_buy_currency_gid,best_direct_cost_buy_base,best_direct_cost_sell,best_dircost_sell_currency_gid,best_direct_cost_sell_base,best_direct_rateoffer_gid_buy,best_direct_rateoffer_gid_sell,buy_general_ledger_gid,sell_general_ledger_gid,total_net_weight,total_net_weight_uom_code,total_net_weight_base,total_net_volume,total_net_volume_uom_code,total_net_volume_base,sell_bulk_plan_gid,total_ship_unit_count,load_point,unload_point,pickup_is_appt,delivery_is_appt,plan_from_load_point,plan_to_unload_point,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,external_system_id,payment_method_code_gid,inco_term_gid,term_location_text,planning_group_gid,time_window_emphasis_gid,is_known_shipper,dim_rate_factor_gid,release_method_gid,final_inco_term,final_text_location,inspection_number,inspection_schedule_date,inspection_date,survey_lay_can_date,loc_number,loc_issue_date,loc_received_date,loc_latest_shipping_date,loc_negotiated_days,loc_amount,loc_amount_currency_gid,loc_amount_base,loc_advising_number,loc_confirming_number,src_location_override_gid,dest_location_override_gid,plan_from_loc_override_gid,plan_to_loc_override_gid,secondary_t_weight,secondary_t_weight_uom_code,secondary_t_weight_base,secondary_t_volume,secondary_t_volume_uom_code,secondary_t_volume_base,rate_service_profile_gid,servprov_gid,servprov_profile_gid,transport_mode_gid,mode_profile_gid,equipment_group_gid,equipment_group_profile_gid,rate_offering_gid,rate_geo_gid,sell_rate_offering_gid,sell_rate_geo_gid,must_ship_direct,must_ship_thru_x_dock,must_ship_thru_pool,ship_with_group,primary_leg_source_loc_gid,prim_leg_src_loc_override_gid,port_of_load_location_gid,port_of_load_loc_override_gid,port_of_dis_location_gid,port_of_dis_loc_override_gid,primary_leg_dest_loc_gid,prim_leg_dest_override_loc_gid,import_license_required,import_license_issue_date,import_license_receive_date,import_license_expiration_date,import_license_number,loc_expiration_date,is_loc_required,inspection_required,unitization_condition_name,stuff_location_gid,destuff_location_gid,customer_unitization_request,default_stowage_mode,consolidation_type_gid,move_perspective_gid,quote_gid,commercial_payment_code_gid,is_loc_stale,ult_dest_country_code3_gid,template_type,bundling_type,is_consolidate_or_equipment,duty_paid,quote_option_number,partition_gid,total_declared_value,total_declared_value_gid,total_declared_value_base,buy_itinerary_profile_gid,sell_itinerary_profile_gid,buffer_type,sell_servprov_gid,sell_servprov_profile_gid,is_ignore_location_calendar,rate_service_gid,ship_unit_width,ship_unit_width_uom_code,ship_unit_width_base,ship_unit_length,ship_unit_length_uom_code,ship_unit_length_base,ship_unit_height,ship_unit_height_uom_code,ship_unit_height_base,ship_unit_diameter,ship_unit_diameter_uom_code,ship_unit_diameter_base,transport_handling_unit_gid,on_rt_execution,is_splittable,pickup_routing_sequence_gid,dropoff_routing_sequence_gid,latest_est_delivery_date,otm_version,priority,latest_est_pickup_date,marked_for_purge,pickup_rail_carrier,delivery_rail_carrier,equipment_type_gid,domain_name,insert_user,insert_date,update_user,update_date,rail_route_code_gid,em_phone_number,leg_consolidation_group_gid,is_pre_entered_pu,routing_constraint_gid,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,allocation_group_gid,earliest_est_pickup_date,job_name,load_date,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,early_sail_date,external_voyage_code,is_direct_voyage,is_topoff,late_sail_date,voyage_gid
RC3.0012042293,0012042293,"",RC3.OUTBOUND_SO,N,"",RC3.5687,RC3.0020001347,2024-06-03 04:01:00.000000,2024-06-04 03:59:00.000000,2024-06-06 02:00:00.000000,2024-06-06 02:00:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",7300.210000000000000,LB,7300.210000000000000,701.650000000000100,CUFT,701.650000000000100,"",760,"","","","","","","","","","","","",G,RC3.20240528-0046,"","","","","","","","",RC3.504004,"",6670.210000000000000,LB,6670.210000000000000,674.650000000000100,CUFT,674.650000000000100,"",9.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","",2024-06-05 08:13:10.000000,6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:13:13.000000,RC3.ADMIN,2024-05-28 14:51:34.000000,"","","",N,"","","","","","","","","","",RC3.703031895N,CAG,"","",ORDER_CREATE_SUCCESS,KLMI,"","","","","",9.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012019138,0012019138,"",RC3.OUTBOUND_SO,N,"",RC3.3880,RC3.0020002045,2024-06-03 05:01:00.000000,2024-06-04 04:59:00.000000,2024-06-05 05:01:00.000000,2024-06-06 04:59:00.000000,"","","","",12402.024000000001000,LB,12402.024000000001000,289.965000000000030,CUFT,289.965000000000030,"",39,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",12007.084000000000000,LB,12007.084000000000000,273.039000000000000,CUFT,273.039000000000000,"",7.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,12043258,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 17:55:05.000000,RC3.ADMIN,2024-05-28 17:55:07.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",5.642000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042644,0012042644,"",RC3.CPU,N,"",RC3.3880,RC3.0020013807_875TAYLORSTATIO_43230_USA,2024-06-07 05:01:00.000000,2024-06-08 04:59:00.000000,"","","","","","",13041.135999999995000,LB,13041.135999999995000,966.126000000000200,CUFT,966.126000000000200,"",1823,"","","","","","","","","","",RC3.0020013807,"","","","","","","","","","","",RC3.504004,"",11732.837000000000000,LB,11732.837000000000000,910.056000000000000,CUFT,910.056000000000000,"",90.000000000000000,"","",N,N,"","","","","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:35:59.000000,RC3.ADMIN,2024-05-28 15:36:06.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",18.690000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021639,4504021639,"",RC3.OUTBOUND_STO,N,"",RC3.4281,RC3.3877,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,2024-06-14 07:01:00.000000,2024-06-15 06:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",43029.000000000000000,LB,43029.000000000000000,935.243999999999900,CUFT,935.243999999999900,"",1638,"","","","","","","","","","","","",G,RC3.20240528-0083,"","","","","","","","",RC3.504096,"",41769.000000000000000,LB,41769.000000000000000,881.243999999999900,CUFT,881.243999999999900,"",18.000000000000000,"","",N,N,"","",TENDERED,"","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",INTERMODAL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:07:25.000000,RC3.ADMIN,2024-05-28 16:41:58.000000,"","","",N,"","","","","","","","","","",RC3.703032617N,CAG,"","",ORDER_CREATE_SUCCESS,HJBI,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551141-001,0004551141-001,"",RC3.INBOUND_PO,N,RC3.0004551141,RC3.0003065385,RC3.40440003,2024-05-28 17:40:11.000000,"",2024-06-14 05:01:00.000000,2024-06-15 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"",BS,24336.000000000000000,LB,24336.000000000000000,145.488000000000000,CUFT,145.488000000000000,"",48000,"","","","","","","","","","",RC3.4044,"",G,RC3.20240528-0040,"","","","","","","","",RC3.538098,"",22176.000000000000000,LB,22176.000000000000000,1.488000000000000,CUFT,1.488000000000000,"",48.000000000000000,"","",N,N,"","",TENDERED,"","","","","",COL,FOB,ORIGIN,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,0004551141,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 13:40:09.000000,RC3.ADMIN,2024-05-28 14:34:40.000000,"","","",N,"","","","","","","","","","",RC3.703031772N,CAG,"","",ORDER_CREATE_SUCCESS,FOTQ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042572,0012042572,"",RC3.OUTBOUND_SO,N,"",RC3.3752,RC3.0020024807,2024-06-04 05:01:00.000000,2024-06-05 04:59:00.000000,2024-06-05 05:01:00.000000,2024-06-06 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",43159.703999999990000,LB,43159.703999999990000,1299.685999999999700,CUFT,1299.685999999999700,"",2479,"","","","","","","","","","",RC3.0020024807,"",G,RC3.SALES ORDERS NO LTL 7 DAYS-12:00-20240528171523,"","","","","","","","",RC3.504004,"",41409.703999999990000,LB,41409.703999999990000,1224.685999999999700,CUFT,1224.685999999999700,"",25.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:34:37.000000,RC3.ADMIN,2024-05-28 17:48:56.000000,"","","",N,"","","","","","","","","","",RC3.703033094N,CAG,"","",ORDER_CREATE_SUCCESS,PAMT,"","","","","",25.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042649,0012042649,"",RC3.OUTBOUND_SO,N,"",RC3.5007,RC3.0020043624_299TRILLIUMDR_N2E1W9_CAN,2024-06-14 05:01:00.000000,2024-06-15 04:59:00.000000,2024-06-17 04:01:00.000000,2024-06-18 03:59:00.000000,"","","","",36141.000000000000000,LB,36141.000000000000000,2803.500000000000000,CUFT,2803.500000000000000,"",1,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",31941.000000000000000,LB,31941.000000000000000,2623.500000000000000,CUFT,2623.500000000000000,"",60.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:52:58.000000,RC3.ADMIN,2024-05-28 15:53:00.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",60.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042540,0012042540,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020016437_8827OLDRIVERRD_13403_USA,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,2024-06-05 09:15:00.000000,2024-06-05 09:15:00.000000,"","","","",4209.655000000000000,LB,4209.655000000000000,344.719999999999970,CUFT,344.719999999999970,"",405,"","","","","","","","","","",RC3.0020016430,"","","","","","","","","","","",RC3.504004,"",3719.654999999999700,LB,3719.654999999999700,323.719999999999970,CUFT,323.719999999999970,"",7.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,5881413798,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:11:05.000000,RC3.ADMIN,2024-05-28 16:11:07.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",7.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0000121486-001,0000121486-001,"",RC3.INBOUND_PO,N,RC3.0000121486,RC3.0001056007,RC3.21230003,2024-05-28 10:01:04.000000,"",2024-07-08 18:01:00.000000,2024-07-09 17:59:00.000000,"","","",BS,2062.060000000000000,KG,4546.064078556000000,2822.825000000000300,CUMTR,99687.124027427500000,"",1960,"","","","","","","","","","",RC3.2123,"","","","","","","","","","","",RC3.538098,"",1960.000000000000000,KG,4321.060296000000000,2822.400000000000000,CUMTR,99672.115294080000000,"",5.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0000121486,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 16:01:02.000000,RC3.ADMIN,2024-05-28 16:01:05.000000,"","","",N,"","","","","","","","","","","",MEX,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012043005,0012043005,"",RC3.CPU,N,"",RC3.5687,RC3.0020000054_1955WESTNORTHAV_60160_USA,2024-06-12 04:01:00.000000,2024-06-13 03:59:00.000000,"","","","","","",23232.832000000002000,LB,23232.832000000002000,1646.735000000000000,CUFT,1646.735000000000000,"",3686,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",21948.399000000000000,LB,21948.399000000000000,1591.689000000000000,CUFT,1591.689000000000000,"",19.000000000000000,"","",N,N,"","","","","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 17:37:38.000000,RC3.ADMIN,2024-05-28 17:37:40.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",18.349000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551745-001,0004551745-001,"",RC3.INBOUND_PO,N,RC3.0004551745,RC3.0003063185,RC3.56280001,2024-05-28 22:52:45.000000,"",2024-06-28 05:01:00.000000,2024-06-29 04:59:00.000000,"","","",BS,34350.000000000000000,LB,34350.000000000000000,91.290000000000000,CUFT,91.290000000000000,"",33000,"","","","","","","","","","",RC3.5628,"","","","","","","","","","","",RC3.538098,"",33000.000000000000000,LB,33000.000000000000000,1.290000000000000,CUFT,1.290000000000000,"",30.000000000000000,"","",N,N,"","",SHIPMENT,"","","","","",COL,FOB,ORIGIN,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,RC3.53_REF,"","","","","",N,N,N,0004551745,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 17:52:43.000000,RC3.ADMIN,2024-05-28 17:52:46.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551275-001,0004551275-001,"",RC3.INBOUND_PO,N,RC3.0004551275,RC3.0003041198,RC3.21190004,2024-05-28 19:43:36.000000,"",2024-06-04 05:01:00.000000,2024-06-05 04:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,44209.368000000000000,LB,44209.368000000000000,81.459000000000000,CUFT,81.459000000000000,"",43000,"","","","","","","","","","",RC3.2119,"",G,"","","","","","","","","",RC3.538098,"",43000.011000000000000,LB,43000.011000000000000,0.810000000000000,CUFT,0.810000000000000,"",27.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPA,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551275,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 14:43:35.000000,RC3.ADMIN,2024-05-28 14:43:44.000000,"","","",N,"","","","","","","","","","",RC3.703031973N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042635,0012042635,"",RC3.CPU,N,"",RC3.3880,RC3.0020000087_360HOFFMANCOURT_56303_USA,2024-06-04 05:01:00.000000,2024-06-05 04:59:00.000000,"","","","","","",609.648000000000000,LB,609.648000000000000,30.231000000000000,CUFT,30.231000000000000,"",81,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",567.648000000000000,LB,567.648000000000000,28.431000000000000,CUFT,28.431000000000000,"",1.000000000000000,"","",N,N,"","","","","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,"","","","","","","","","",N,N,N,12042641,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:34:17.000000,RC3.ADMIN,2024-05-28 16:34:31.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",0.600000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042444,0012042444,"",RC3.CPU,N,"",RC3.3898,RC3.0010002471_33350THSTREETSW_49548_USA,2024-06-11 05:01:00.000000,2024-06-12 04:59:00.000000,"","","","","","",5202.510000000000000,LB,5202.510000000000000,158.535000000000030,CUFT,158.535000000000030,"",168,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",4969.200000000000000,LB,4969.200000000000000,148.536000000000000,CUFT,148.536000000000000,"",4.000000000000000,"","",N,N,"","","","","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 11:34:04.000000,RC3.ADMIN,2024-05-28 11:34:06.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",3.333000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
