client,material_num,plant,storage_location,batch_num,special_stock_ind,vendor_account_num,lvorm,ersda,ernam,aenam,laeda,lfgja,lfmon,spers,slabs,sinsm,seinm,sspem,svmla,svmin,svmei,svmsp,kzisl,kzisq,kzise,kziss,kzvsl,kzvsq,kzvse,kzvss,mmeng,ameng,kodll,kojin,korue,is_quarantined
100,000000000030048244,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2015,2, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-07-15 05:00:00.000000,2015,X,true
100,000000000030048245,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2013,11, ,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-01-16 06:00:00.000000,2014, ,true
100,000000000030048377,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2015,2, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-07-15 05:00:00.000000,2015,X,true
100,000000000030048715,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2018,11, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-01-16 06:00:00.000000,2014, ,true
100,000000000030048719,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2012,5, ,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-01-16 06:00:00.000000,2014,X,true
100,000000000030048720,2103,9000, ,K,0001016207, ,2016-04-27 05:00:00.000000,ZKK0077, ,1900-01-01 06:00:00.000000,2016,12, ,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, , , , , , , , ,0.000,0.000,1900-01-01 06:00:00.000000,2016, ,true
100,000000000030048756,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2021,12, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-01-16 06:00:00.000000,2014, ,true
100,000000000030048760,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2013,12, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, , , , , , , , ,0.000,0.000,1900-01-01 06:00:00.000000,2009, ,true
100,000000000030048763,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2013,12, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, , , , , , , , ,0.000,0.000,1900-01-01 06:00:00.000000,2009, ,true
100,000000000030048773,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2013,12, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, , , , , , , , ,0.000,0.000,1900-01-01 06:00:00.000000,2009, ,true
100,000000000030049034,2119,9000, ,K,0001013693, ,2009-01-19 06:00:00.000000,ZRF0086, ,1900-01-01 06:00:00.000000,2015,2, ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  X, , , , , , , ,0.000,0.000,2014-07-15 05:00:00.000000,2015,X,true
