client,purchasing_document_num,comp_code,purchase_doc_category,purchase_doc_type,control_ind_purchasing_document,delection_ind_purchasing_document,status,created_on,name_of_person_created_object,item_num_interval,last_item_num,vendor_acct_num,language_key,payment_key_terms,cash_discount_days1,cash_discount_days2,cash_discount_days3,cash_discount_perc1,cash_discount_perc2,purchasing_org,purchasing_group,currency_key,exchange_rate,exchange_rate_fixing_ind,purchasing_document_date,validity_period_start,validity_period_end,application_closing_date,bid_submission_deadline,quotation_binding_period,warranty_date,bid_invitation_num,quotation_num,quotation_submission_date,your_ref,responsible_salesperson_vendor,vendor_telephone_num,supplying_vendor,customer_num,num_of_principal_purchase_agreement,field_not_used_abgru,complete_delivery_stipulated,goods_receipt_message_ind,suplying_plant_in_transport_order,field_not_used_lblif,incoterms_part_1,incoterms_part_2,target_value_for_header_area,collective_num,num_of_document_condition,pricing_procedure,update_group_for_statistics_update,different_invoicing_party,num_of_foreign_trade_data,our_ref,logical_system,subitems_item_num_interval,document_time_dependent_cond,release_group,release_strategy,purchasing_document_release_ind,release_status,release_not_yet_effected,tax_return_country,scheduling_agreement_documentation_ind,addr_num,sales_tax_id_country,vat_registration_num,reason_for_cancellation,additional_document_num,miscellaneous_provisions_correction,po_not_yet_complete,purchasing_document_processing_state,total_value_at_release_time,purchasing_version_num,scm_process_that_created_po,goods_receipt_reason_code,incompleteness_category,retention_ind,retention_percent,down_payment_ind,down_payment_perc,down_payment_amount_doc_currency,down_payment_due_date,process_idnt_num,part_of_contract_hierarchy,threshold_value_exchange_rate_exists,legal_contract_num,contract_name,contract_release_date,shipping_type,physical_handover_of_goods_loc,shipping_conditions,incoterms_version,incoterms_loc_1,incoterms_loc_2,external_ref_system_id,external_ref_id,internal_key_force_element,internal_version_counter,reloc_id,reloc_step_id,ship_with,card_program,payment_event,internal_generated_sequence_num,payment_by_pcard_ind,seasonal_purchase_order_document,deliver_date_header_all_items_same_date,plant_header_all_items_same_plant,firm_deal_ind,take_acct_purchase_group,take_acct_plants,take_acct_contracts,take_acct_item_categories,take_acct_fixed_date_purchases_ind,consider_budget,take_acct_allocate_table_relevance,take_acct_delivery_period,take_acct_delivery_date,otb_check_level,otb_condition_type,unique_num_of_budget,required_budget,otb_currency,otb_relevant_purchasing_doc_budget,special_release_budget,otb_special_release_reason_profile,budget_type,otb_check_status,otb_check_status_reason_ind,otb_check_type,otb_relevant_contract,otb_indicator_level_for_contracts,distributiong_using_target_value,is_quarantined
100,3476024,1000,F,NB,,,9,2021-01-04 6:00:00,ZTE3015,10,20,1050042,E,VT30,33,0,0,0,0,1000,FM9,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,CONFIRMED,1009248726,ZRM000,SAP,5058838,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,5572.57,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476064,1000,F,NB,,,9,2021-01-04 6:00:00,ZHK0023,10,30,1052227,E,1O30,13,33,0,1,0,1000,AT6,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,OPR,FOB origin,0,,1009250024,ZRM000,SAP,5062252,,0,,1,,1,PA,A,X,,US,,,US,,0,,,,5,53474.4,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476081,1000,F,NB,,,9,2021-01-04 6:00:00,ZRM0489,10,20,1013234,E,N120,120,0,0,0,0,1000,BF6,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,PD01/08/21,1009249240,ZRM000,SAP,5019011,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476093,1000,F,ZUB,T,,9,2021-01-04 6:00:00,ZMG0226,10,10,,E,,0,0,0,0,0,1000,12,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,5395,,,,0,,,,SAP,,,0,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476125,1000,F,ZUB,T,,9,2021-01-04 6:00:00,ZKG0020,10,10,,E,,0,0,0,0,0,1000,AT2,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,5395,,,,0,,,,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476149,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250037,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,8353.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476151,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250039,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,8353.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476162,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250048,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,8353.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476178,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250059,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,8353.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476179,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250060,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,8353.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476257,1000,F,NB,,,9,2021-01-04 6:00:00,ZMG0204,10,10,1040600,E,2060,20,60,0,2,0,1000,AA3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009248454,ZRM000,SAP,5025305,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476272,1000,F,NB,,,9,2021-01-04 6:00:00,ZBB3042,10,10,1014704,E,N120,120,0,0,0,0,1000,AQ9,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,,ZRM000,SAP,5018322,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476276,1000,F,NB,,,9,2021-01-04 6:00:00,ZAS0293,10,10,1007162,E,N120,120,0,0,0,0,1000,BH6,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3029200,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009249942,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,7818.66,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476279,1000,F,NB,,,9,2021-01-04 6:00:00,ZAS0293,10,10,1007162,E,N120,120,0,0,0,0,1000,BH6,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3029200,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009249943,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,10526.34,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476311,1000,F,ZPC,,,9,2021-01-04 6:00:00,ZBW0157,10,10,1028602,E,PCRD,0,0,0,0,0,1000,AO3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,DESTINATION,0,01/04/2021,1009250104,ZRM000,SAP,5037784,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,2996.4,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,VISA,AC,2345,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476318,1000,F,NB,,,9,2021-01-04 6:00:00,ZAS0293,10,10,1020870,E,VT60,63,0,0,0,0,1000,BH6,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000328,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009249958,ZRM000,SAP,5001213,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,13749.12,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476333,1000,F,NB,,,9,2021-01-04 6:00:00,ZCB0272,10,10,1001029,E,N120,120,0,0,0,0,1000,AV1,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5001133,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009248958,ZRM000,SAP,5001583,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,10812,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476365,1000,F,NB,,,9,2021-01-04 6:00:00,ZAF3016,10,10,1034835,E,N120,120,0,0,0,0,1000,SE3,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000318,,3062877,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250117,ZRM000,SAP,5005363,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,6910.02,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476397,1000,F,NB,,,9,2021-01-04 6:00:00,ZJM0379,10,10,1007162,E,N120,120,0,0,0,0,1000,AZD,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3029200,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009249426,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,11575.06,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3476421,1000,F,NB,,,9,2021-01-04 6:00:00,ZAG0169,10,10,1002311,E,N120,120,0,0,0,0,1000,MOC,USD,1,,2021-01-04 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5003121,,3040646,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009250298,ZRM000,SAP,5003727,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,26400,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
