client,purchasing_document_num,comp_code,purchase_doc_category,purchase_doc_type,control_ind_purchasing_document,delection_ind_purchasing_document,status,created_on,name_of_person_created_object,item_num_interval,last_item_num,vendor_acct_num,language_key,payment_key_terms,cash_discount_days1,cash_discount_days2,cash_discount_days3,cash_discount_perc1,cash_discount_perc2,purchasing_org,purchasing_group,currency_key,exchange_rate,exchange_rate_fixing_ind,purchasing_document_date,validity_period_start,validity_period_end,application_closing_date,bid_submission_deadline,quotation_binding_period,warranty_date,bid_invitation_num,quotation_num,quotation_submission_date,your_ref,responsible_salesperson_vendor,vendor_telephone_num,supplying_vendor,customer_num,num_of_principal_purchase_agreement,field_not_used_abgru,complete_delivery_stipulated,goods_receipt_message_ind,suplying_plant_in_transport_order,field_not_used_lblif,incoterms_part_1,incoterms_part_2,target_value_for_header_area,collective_num,num_of_document_condition,pricing_procedure,update_group_for_statistics_update,different_invoicing_party,num_of_foreign_trade_data,our_ref,logical_system,subitems_item_num_interval,document_time_dependent_cond,release_group,release_strategy,purchasing_document_release_ind,release_status,release_not_yet_effected,tax_return_country,scheduling_agreement_documentation_ind,addr_num,sales_tax_id_country,vat_registration_num,reason_for_cancellation,additional_document_num,miscellaneous_provisions_correction,po_not_yet_complete,purchasing_document_processing_state,total_value_at_release_time,purchasing_version_num,scm_process_that_created_po,goods_receipt_reason_code,incompleteness_category,retention_ind,retention_percent,down_payment_ind,down_payment_perc,down_payment_amount_doc_currency,down_payment_due_date,process_idnt_num,part_of_contract_hierarchy,threshold_value_exchange_rate_exists,legal_contract_num,contract_name,contract_release_date,shipping_type,physical_handover_of_goods_loc,shipping_conditions,incoterms_version,incoterms_loc_1,incoterms_loc_2,external_ref_system_id,external_ref_id,internal_key_force_element,internal_version_counter,reloc_id,reloc_step_id,ship_with,card_program,payment_event,internal_generated_sequence_num,payment_by_pcard_ind,seasonal_purchase_order_document,deliver_date_header_all_items_same_date,plant_header_all_items_same_plant,firm_deal_ind,take_acct_purchase_group,take_acct_plants,take_acct_contracts,take_acct_item_categories,take_acct_fixed_date_purchases_ind,consider_budget,take_acct_allocate_table_relevance,take_acct_delivery_period,take_acct_delivery_date,otb_check_level,otb_condition_type,unique_num_of_budget,required_budget,otb_currency,otb_relevant_purchasing_doc_budget,special_release_budget,otb_special_release_reason_profile,budget_type,otb_check_status,otb_check_status_reason_ind,otb_check_type,otb_relevant_contract,otb_indicator_level_for_contracts,distributiong_using_target_value,is_quarantined
100,3478981,1000,F,NB,,,9,2021-01-06 6:00:00,ZCO3010,10,20,1045067,E,N120,120,0,0,0,0,1000,BC8,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3055105,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009255291,ZRM000,SAP,5053003,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3478996,1000,F,NB,,,9,2021-01-06 6:00:00,ZKW3026,10,10,1037990,E,1A60,10,60,0,1.5,0,1000,54,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000234,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009254245,ZRM000,SAP,5044321,,,,1,,1,PA,A,X,,US,,1397975,US,,0,,,,5,19119.01,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479027,1000,F,NB,,,9,2021-01-06 6:00:00,ZBW0169,10,20,1009909,E,N120,120,0,0,0,0,1000,AZ3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000239,,3038443,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,CONFIRMED,1009255513,ZRM000,SAP,5026840,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,40996.68,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479043,1000,F,ZPC,,,9,2021-01-06 6:00:00,ZEB0136,10,100,1004153,E,PCRD,0,0,0,0,0,1000,AZ7,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009255765,ZRM000,SAP,5006525,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,6132,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,VISA,AC,2383,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479063,1000,F,ZUB,T,,9,2021-01-06 6:00:00,ZBW0169,10,10,,E,,0,0,0,0,0,1000,AZ3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,5429,,,,0,,,,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479092,1000,F,NB,,,9,2021-01-06 6:00:00,ZBW0169,10,10,1000590,E,2060,20,60,0,2,0,1000,AZ3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000320,,3038227,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,CONFIRMED,1009255527,ZRM000,SAP,5000853,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,29697.37,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479112,1000,F,NB,,,9,2021-01-06 6:00:00,ZCV0007,10,20,1010914,E,VT60,63,0,0,0,0,1000,BG3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,1/7/2021,1009254463,ZRM000,SAP,5014012,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479122,1000,F,NB,,,9,2021-01-06 6:00:00,ZMD3060,10,10,1000554,E,N120,120,0,0,0,0,1000,ML1,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000272,,3063169,,,,,,,,OFC,"FOB origin,frt collect (OTM)",0,,1009255786,ZRM000,SAP,5000841,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,28596.67,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479149,1000,F,NB,,,9,2021-01-06 6:00:00,ZRS0101,10,20,1004385,E,1D45,13,48,0,1,0,1000,AV2,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000316,,3058689,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009255553,ZRM000,SAP,5005410,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,34221.36,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479162,1000,F,NB,,,9,2021-01-06 6:00:00,ZRS0101,10,20,1004385,E,1D45,13,48,0,1,0,1000,AV2,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000316,,3058689,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009255563,ZRM000,SAP,5005410,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,41329.27,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479169,1000,F,NB,,,9,2021-01-06 6:00:00,ZRS0101,10,20,1004385,E,1D45,13,48,0,1,0,1000,AV2,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000316,,3058689,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009255567,ZRM000,SAP,5005410,,,,1,,,,,,,US,,,US,,0,,,,2,33148.92,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479178,1000,F,NB,,,9,2021-01-06 6:00:00,ZBW0169,10,20,1007162,E,N120,120,0,0,0,0,1000,AZ3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3026182,,,,,,,,DFP,"FOB Origin, Frt Collect",0,,1009255571,ZRM000,SAP,5007947,,,,1,,,,,,,US,,,US,,0,,,,2,14137.65,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479197,1000,F,ZPC,,,9,2021-01-06 6:00:00,ZTL0024,10,20,1003434,E,PCRD,0,0,0,0,0,1000,AM3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,FOB,MINNEAPOLIS,0,X,1009254716,ZRM000,SAP,5037895,,,,1,,,,,,,US,,1397862,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,VISA,AC,2177,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479233,1000,F,NB,,,9,2021-01-06 6:00:00,ZMD3060,10,10,1000323,E,VT60,63,0,0,0,0,1000,ML1,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,Vendor Plans Trans,0,,1009255814,ZRM000,SAP,5000281,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479245,1000,F,NB,,,9,2021-01-06 6:00:00,ZTL0024,10,10,1025879,E,VT45,48,0,0,0,0,1000,AM3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,Mequan,0,X,1009254729,ZRM000,SAP,5029535,,,,1,,,,,,,US,,1398009,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479247,1000,F,NB,,,9,2021-01-06 6:00:00,ZTE3015,10,30,1040600,E,2060,20,60,0,2,0,1000,FM9,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,CONFIRMED,1009255195,ZRM000,SAP,5025305,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479248,1000,F,NB,,,9,2021-01-06 6:00:00,ZTL0024,10,10,1008967,E,VT30,33,0,0,0,0,1000,AM3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,FOB,DECATUR,0,X,1009254730,ZRM000,SAP,5011497,,,,1,,,,,,,US,,1398010,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479261,1000,F,NB,,,9,2021-01-06 6:00:00,YAG0047,10,10,1007162,E,N120,120,0,0,0,0,1000,AQ2,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3046411,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009255329,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,9595.55,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479276,1000,F,NB,,,9,2021-01-06 6:00:00,ZAS0293,10,10,1007162,E,N120,120,0,0,0,0,1000,BH6,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3030579,,,,,,,,OFC,"FOB Origin, Frt Collect",0,,1009255824,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,11249.13,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479291,1000,F,NB,,,9,2021-01-06 6:00:00,ZSJ3017,10,10,1052562,E,N120,120,0,0,0,0,1000,JZ3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3063875,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009255838,ZRM000,SAP,5062617,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,91795,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,"FOB Destination, frt prepaid",,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479293,1000,F,NB,,,9,2021-01-06 6:00:00,ZCV0007,10,10,1002167,E,N120,120,0,0,0,0,1000,BG3,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,Origin,0,1/8/2021,1009254483,ZRM000,SAP,5026078,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479332,1000,F,NB,,,9,2021-01-06 6:00:00,ZMD3060,10,10,1038270,E,N120,120,0,0,0,0,1000,ML1,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3055477,,4430132473,,,,,,DFP,"DFP - FOB Dest, Frt Prepaid",0,,1009255851,ZRM000,SAP,5052304,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,"DFP - FOB Dest, Frt Prepaid",,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479351,1000,F,NB,,,9,2021-01-06 6:00:00,ZVS0120,10,10,1014553,E,VT20,23,0,0,0,0,1000,55,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3040932,,4430133034,,,,,,DFP,"DFP - FOB Dest, Frt Prepaid",0,,1009255341,ZRM000,SAP,5020601,,,,1,,,,,,,US,,1397794,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,"DFP - FOB Dest, Frt Prepaid",,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479369,1000,F,NB,,,9,2021-01-06 6:00:00,ZKC0181,10,20,1007162,E,N120,120,0,0,0,0,1000,56,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000333,,3029200,,,,,,,,OFC,CAG plans trans,0,,1009255869,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,19553.4,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479378,1000,F,NB,,,9,2021-01-06 6:00:00,ZLH3059,10,30,1007162,E,N120,120,0,0,0,0,1000,KB8,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3053586,,,,,,,,DFP,"FOB origin, freight collect",0,,1009255871,ZRM000,SAP,5007947,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,2416.25,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479380,1000,F,NB,,,9,2021-01-06 6:00:00,ZJR0267,10,30,1049199,E,VT20,23,0,0,0,0,1000,CMG,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,3059313,,,,,,,,OFE,Co-Man CAG Planned,0,,1009255232,ZRM000,SAP,5056857,,0,,1,,1,PA,A,X,,US,,,US,,0,,,,5,18988.8,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479393,1000,F,ZPC,,,9,2021-01-06 6:00:00,ZRW0159,10,30,1008671,E,PCRD,0,0,0,0,0,1000,BH7,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,WESTLAKE VILLAGE,0,,1009255877,ZRM000,SAP,5036849,,,,1,,,,,,,US,,,US,,0,,,,2,911905,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,VISA,AC,1125,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479395,1000,F,NB,,,9,2021-01-06 6:00:00,ZRW0159,10,10,1006419,E,2060,20,60,0,2,0,1000,BH7,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5000302,,3041163,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009255879,ZRM000,SAP,5009669,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,3143,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479398,1000,F,NB,,,9,2021-01-06 6:00:00,ZRW0159,10,10,1002167,E,N120,120,0,0,0,0,1000,BH7,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,Origin,0,,1009255880,ZRM000,SAP,5026078,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479426,1000,F,NB,,,9,2021-01-06 6:00:00,ZSA0104,10,10,1020794,E,N120,120,0,0,0,0,1000,AM1,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5003108,,3058301,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009254962,ZRM000,SAP,5023608,,,,1,,1,PA,A,X,,US,,1397905,US,,0,,,,5,50820,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479441,1000,F,NB,,,9,2021-01-06 6:00:00,ZSA0104,10,10,1009485,E,N120,120,0,0,0,0,1000,AM1,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5003044,,,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009254968,ZRM000,SAP,5012178,,,,1,,,,,,,US,,1397907,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479455,1000,F,NB,,,9,2021-01-06 6:00:00,ZJD0389,10,10,1034797,E,N120,120,0,0,0,0,1000,JT7,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,5003096,,3041191,,,,,,,,DFP,"FOB Destination, frt prepaid",0,,1009256053,ZRM000,SAP,5040830,,,,1,,1,PA,A,X,,US,,,US,,0,,,,5,19929.6,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,,,,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
100,3479464,1000,F,ZPC,,,9,2021-01-06 6:00:00,ZJM0584,10,10,1012697,E,PCRD,0,0,0,0,0,1000,BC4,USD,1,,2021-01-06 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,1900-01-01 6:00:00,,,1900-01-01 6:00:00,,,,,,,,,,,,DDP,PASADENA,0,,1009254986,ZRM000,SAP,5018133,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,1900-01-01 6:00:00,,,,,,1900-01-01 6:00:00,,,,,,,,,,0,,,,VISA,AC,1729,,,1900-01-01 6:00:00,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,FALSE
